Incident_Nr,Arrest_Date,Officer,Officer_Last_Name,Officer_Badge_Id,Arrest_Nr,Age,Gender,Race,Charge
190000057452-001,9/9/2019,Duckworth 12478,Duckworth,12478,A19000103393,24,Male,White,
190000057524-001,9/9/2019,T. Saavedra #10467,Saavedra,10467,A19000103394,24,Male,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000057526-001,9/9/2019,Ellingson 11845,Ellingson,11845,A19000103395,25,Male,White,
190000057539-001,9/9/2019,Foster,Foster,,C19001078809,20,Female,White,Theft under $100
190000057564-001,9/9/2019,Cope/459,Cope,,A19000103396,32,Male,White,Assault Physical Contact
190000057572-001,9/9/2019,12620,Osborne,12620,A19000103397,25,Male,White,Theft Prop >=$100<$750
190000057572-002,9/9/2019,Osborne 12620,Osborne,12620,A19000103398,27,Female,White,Theft Prop >=$100<$750
190000057624-001,9/10/2019,,,,C19001078810,20,Male,Black,Poss of Drug Paraphernalia - General
190000057629-001,9/10/2019,Daenzer 12121,Daenzer,12121,A19000103399,26,Male,Black,DRIVING WHILE INTOXICATED
190000057638-001,9/10/2019,Wisener 12586,Wisener,12586,A19000103400,52,Male,White,RESIST ARREST SEARCH OR TRANSPORT
190000057814-001,9/10/2019,Foster 13361,Foster,13361,A19000103402,59,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
190000057842-002,9/11/2019,Tureaud #12967,Tureaud,12967,C19001066583,43,Male,Black,Assault Physical Contact
190000057876-001,9/11/2019,Murphy 13196,Murphy,13196,A19000103403,26,Male,White,Terroristic Threat Of Family/household
190000057883-001,9/11/2019,D. Morenz #421/13289,Morenz,13289,A19000103404,25,Male,White,Viol Bond/protective Order
190000058083-001,9/11/2019,Mueller 11926,Mueller,11926,A19000103405,46,Male,White,
190000058109-001,9/11/2019,D. Anderson #13226,Anderson,13226,A19000103406,23,Male,White,Driving While Intoxicated 2nd
190000058115-001,9/12/2019,,,,A19000103408,24,Male,Black,POSS CS PG 3 < 28G
190000058118-001,9/12/2019,Tennant 13045,Tennant,13045,A19000103407,20,Female,White,DRIVING WHILE INTOXICATED
190000058139-001,9/12/2019,Loring 13290,Loring,13290,A19000103409,40,Male,White,
190000058214-001,9/12/2019,Segura-Lopez 13362,Segura-Lopez,13362,A19000103410,57,Male,White,Public Intoxication - Alcohol
190000058245-001,9/12/2019,Bradshaw,Bradshaw,,C19001087689,23,Female,White,Theft under $100
190000058341-001,9/12/2019,Tennant 13045,Tennant,13045,A19000103411,27,Male,White,INTERFER W/PUBLIC DUTIES
190000058341-002,9/12/2019,Tennant 13045,Tennant,13045,A19000103412,26,Female,White,Hinder Apprehension Or Prosecution Known
190000058358-001,9/12/2019,,,,C19001077684,37,Female,White,Theft under $100
190000058379-001,9/13/2019,,,,C19001076481,19,Male,White,Poss of Drug Paraphernalia - General
190000058388-001,9/13/2019,Crook 11910,Crook,11910,A19000103413,23,Female,White,
190000058487-001,9/13/2019,,,,C19001073249,19,Male,White,Poss of Drug Paraphernalia - General
190000058492-001,9/13/2019,Sembera 11295,Sembera,11295,A19000103414,28,Male,Black,INTERFER W/PUBLIC DUTIES
190000058567-001,9/13/2019,Cop/459/12618,Cope,12618,A19000103415,39,Female,White,
190000058581-001,9/13/2019,Cope/459/12618,Cope,12618,A19000103416,55,Male,White,CRIMINAL TRESPASS
190000058631-001,9/14/2019,Pierce #12683,Pierce,12683,A19000103417,55,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
190000058671-001,9/14/2019,Cmdr C Tureaud #105,Tureaud,,A19000103418,31,Female,White,DRIVING WHILE INTOXICATED
190000058686-001,9/14/2019,Cope/459/12618,Cope,12618,A19000103419,23,Male,White,DRIVING WHILE INTOXICATED
190000058701-001,9/14/2019,Pierce #12683,Pierce,12683,A19000103420,43,Male,White,
190000058702-001,12/22/2019,Royal-12585,Royal,12585,A19000104015,23,Male,White,BURGLARY OF HABITATION
190000058712-001,9/14/2019,Duckworth 12478,Duckworth,12478,A19000103421,21,Male,White,POSS CS PG 2 < 1G
190000058779-001,9/14/2019,Cope/459/12618,Cope,12618,A19000103423,36,Male,White,False Alarm Or Report
190000058785-001,9/14/2019,CASTILLO 11293,Castillo,11293,A19000103422,34,Female,White,DRIVING WHILE INTOXICATED
190000058858-001,9/14/2019,M. Alvarado #428/13100,Alvarado,13100,A19000103424,34,Male,White,DRIVING WHILE INTOXICATED
190000058874-001,9/14/2019,Wisener 12586,Wisener,12586,A19000103425,37,Male,White,Assault Physical Contact
190000058909-001,9/15/2019,,,,C19001085017,20,Female,White,DOC - Noise Unreasonable
190000058916-001,9/15/2019,Bennett 13023,Bennett,13023,A19000103426,59,Female,White,Public Intoxication - Alcohol
190000058932-001,9/15/2019,,,,C19001058099,22,Male,Black,DOC - Fighting
190000058932-002,9/15/2019,,,,C19001077687,22,Male,White,DOC - Fighting
190000058946-001,9/15/2019,Bennett 13023,Bennett,13023,A19000103427,26,Male,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
190000058952-001,9/15/2019,M. Alvarado #428/13100,Alvarado,13100,A19000103428,22,Male,White,"Theft Prop >=$750<$2,500"
190000058958-001,9/15/2019,T. Saavedra #10467,Saavedra,10467,A19000103429,18,Male,Nativ HI/Pacific Isl,Public Intoxication - Other Substance
190000059002-001,9/15/2019,Duckworth 12478,Duckworth,12478,A19000103430,22,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000059002-002,9/15/2019,Harrison 10198,Harrison,10198,A19000103431,22,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000059025-001,9/15/2019,Foster 13361,Foster,13361,A19000103432,44,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
190000059046-001,9/15/2019,Osborne 12620,Osborne,12620,A19000103433,43,Male,White,DISPLAY FICTITIOUS MOTOR VEHICLE REGISTR
190000059089-001,9/15/2019,Osborne 12620,Osborne,12620,A19000103434,32,Male,White,POSS MARIJ >4OZ<=5LBS
190000059093-001,9/15/2019,D. Morenz #421/13289,Morenz,13289,A19000103435,36,Male,White,DRIVING WHILE INTOXICATED
190000059206-001,9/16/2019,Segura-Lopez 13362,Segura-Lopez,13362,A19000103436,32,Male,Black,Assault Physical Contact
190000059206-002,9/16/2019,Segura-Lopez 13362,Segura-Lopez,13362,C19001059339,32,Female,Black,Assault Physical Contact
190000059213-001,9/16/2019,M. Taylor #420/13363,Taylor,13363,A19000103439,34,Male,White,Public Intoxication - Other Substance
190000059214-001,9/16/2019,Bradshaw  426,Bradshaw,,A19000103437,20,Male,White,"Theft Prop >=$750<$2,500"
190000059214-002,9/16/2019,,,,A19000103438,21,Female,White,"Theft Prop >=$750<$2,500"
190000059359-001,9/17/2019,Mueller 11926,Mueller,11926,A19000103440,26,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000059449-001,9/17/2019,,,,C19001082561,32,Male,Black,DOC - Language
190000059490-001,9/17/2019,Mendoza 435,Mendoza,,A19000103441,72,Male,White,Public Intoxication - Other Substance
190000059512-001,9/17/2019,Contreras 12772,Contreras,12772,A19000103442,39,Male,White,Public Intoxication - Other Substance
190000059608-001,9/18/2019,Dehkordi 13217,Dehkordi,13217,A19000103445,36,Male,White,Driving While Intoxicated 2nd
190000059610-001,9/18/2019,Crook 11910,Crook,11910,A19000103443,27,Male,White,EVADING ARREST DETENTION
190000059611-001,9/18/2019,A. Greenwood #13408,Greenwood,13408,A19000103444,31,Female,White,Driving While Intoxicated 2nd
190000059645-001,9/18/2019,Castillo 11293,Castillo,11293,A19000103446,53,Male,White,
190000059674-001,9/18/2019,Beller 11288,Beller,11288,A19000103448,22,Male,Black,POSS MARIJ >4OZ<=5LBS
190000059674-002,9/18/2019,Beller 11288,Beller,11288,A19000103447,19,Male,Black,POSS MARIJ <2OZ
190000059858-001,9/19/2019,Royal-12585,Royal,12585,A19000103450,24,Male,White,
190000059862-001,9/19/2019,D. Anderson #13226,Anderson,13226,A19000103451,24,Male,Black,
190000059865-001,9/19/2019,Murphy,Murphy,,C19001085553,19,Female,White,Poss of Drug Paraphernalia - Pipe
190000059866-001,9/19/2019,Daenzer 12121,Daenzer,12121,A19000103452,29,Male,White,
190000059867-001,9/19/2019,Dehkordi 13217,Dehkordi,13217,A19000103453,35,Female,White,POSS CS PG 1 <1G
190000059874-001,9/19/2019,Pierce #12683,Pierce,12683,A19000103454,28,Female,White,
190000059921-001,10/2/2019,Sembera 11295,Sembera,11295,A19000103525,39,Female,White,Theft Prop >=$100<$750
190000060062-001,9/19/2019,Wisener 12586,Wisener,12586,A19000103455,61,Male,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000060080-001,9/19/2019,Osborne 12620,Osborne,12620,A19000103456,48,Female,White,CRIMINAL TRESPASS
190000060230-001,9/20/2019,Segura-Lopez 13362,Segura-Lopez,13362,A19000103458,57,Male,White,
190000060280-001,9/20/2019,,,,C19001081081,26,Male,Black,Open Container
190000060280-002,9/20/2019,,,,C19001081082,26,Male,White,Open Container
190000060313-001,9/20/2019,Contreras 12772,Contreras,12772,A19000103457,22,Male,White,DRIVING WHILE INTOXICATED
190000060315-001,9/21/2019,Melendrez 13301,Melendrez,13301,A19000103461,41,Male,White,DRIVING WHILE INTOXICATED
190000060340-001,9/21/2019,Tennant 13045,Tennant,13045,A19000103462,27,Male,White,Public Intoxication - Alcohol
190000060357-001,9/21/2019,Melendrez 13301,Melendrez,13301,A19000103460,23,Male,White,Public Intoxication - Alcohol
190000060386-001,10/15/2019,Seals 12747/480,Seals,12747,A19000103579,25,Male,Black,Stalking
190000060462-001,9/21/2019,Marroquin 13093,Marroquin,13093,A19000103463,63,Male,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000060530-001,9/21/2019,Dehkordi 13217,Dehkordi,13217,A19000103459,21,Female,White,BURGLARY OF HABITATION
190000060540-001,9/21/2019,Melendrez 13301,Melendrez,13301,A19000103464,27,Male,White,DRIVING WHILE INTOXICATED
190000060587-001,12/6/2019,Melendrez 13301,Melendrez,13301,A19000103899,50,Male,White,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV C
190000060609-001,9/22/2019,Segura-Lopez 13362,Segura-Lopez,13362,A19000103467,35,Male,White,DRIVING WHILE INTOXICATED
190000060611-001,9/22/2019,,,,C19001083075,25,Male,White,VOCO - Urinating in Public
190000060612-001,9/22/2019,Tennant 13045,Tennant,13045,A19000103469,30,Male,White,DOC - Fighting
190000060612-002,9/22/2019,Tennant 13045,Tennant,13045,A19000103471,32,Female,White,DOC - Fighting
190000060626-001,9/22/2019,Scott 11908,Scott,11908,A19000103468,28,Male,White,Public Intoxication - Alcohol
190000060630-001,9/22/2019,Melendrez 13301,Melendrez,13301,A19000103465,30,Male,White,Public Intoxication - Alcohol
190000060631-001,9/22/2019,Collier # 13291 / 433,Collier,13291,A19000103470,20,Male,White,Public Intoxication - Other Substance
190000060744-001,9/22/2019,Crook 11910,Crook,11910,A19000103466,19,Male,White,CONTINUOUS VIOLENCE AGAINST THE FAMILY
190000060766-001,9/23/2019,Williamson,Williamson,,C19001083076,22,Male,Black,Poss of Drug Paraphernalia - General
190000060934-001,9/23/2019,Tureaud #12967,Tureaud,12967,A19000103473,24,Male,White,Assault Physical Contact
190000060935-001,9/23/2019,McGee 12964,Mcgee,12964,A19000103472,33,Male,White,AGG ASSAULT W/DEADLY WEAPON
190000060970-001,9/23/2019,Dehkordi 13217,Dehkordi,13217,A19000103474,31,Male,Black,
190000061186-001,10/13/2019,,,,00F19401JP12,18,Female,White,CAPITAL MURDER BY TERROR THREAT/OTHER FE
190000061189-001,11/1/2019,P Stephens 11838,Stephens,11838,A19000103676,22,Male,White,INDECENCY W/CHILD SEXUAL CONTACT
190000061218-001,9/25/2019,Foster 13361,Foster,13361,A19000103475,19,Male,White,
190000061224-001,9/25/2019,Myers 10260,Myers,10260,A19000103476,41,Male,White,DRIVING WHILE INTOXICATED
190000061280-001,9/25/2019,Allen 12748,Allen,12748,A19000103477,26,Male,White,
190000061410-001,9/25/2019,Beach 12089,Beach,12089,A19000103478,47,Male,White,MAN DEL CS PG 1 >=4G<200G
190000061410-002,9/25/2019,Beach 12089,Beach,12089,A19000103479,31,Male,White,
190000061449-001,9/26/2019,Crook 11910,Crook,11910,A19000103480,48,Female,White,
190000061451-001,10/21/2019,Seals,Seals,,A19000103622,25,Male,Black,EVADING ARREST DETENTION
190000061472-001,9/26/2019,J. Williams,Williams,,A19000103481,22,Male,White,EVADING ARREST DET W/PREV CONVICTION
190000061475-001,9/26/2019,Melendrez 13301,Melendrez,13301,A19000103483,23,Male,White,
190000061475-002,9/26/2019,Loring 13290,Loring,13290,A19000103482,21,Male,White,CRIMINAL TRESPASS
190000061482-001,9/26/2019,Crook 11910,Crook,11910,A19000103484,31,Male,Black,Public Intoxication - Alcohol
190000061489-001,9/26/2019,,,,C19001080863,23,Male,White,Poss of Drug Paraphernalia - Pipe
190000061492-001,9/26/2019,Charleswell 11125,Charleswell,11125,A19000103485,32,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
190000061496-001,9/26/2019,M. Taylor #420/13363,Taylor,13363,A19000103486,50,Female,White,
190000061511-001,9/26/2019,,,,C19001072453,35,Male,White,Poss of Drug Paraphernalia - Container
190000061630-001,9/26/2019,,,,C19001085023,19,Female,Asian,Theft under $100
190000061631-001,9/26/2019,Crook 11910,Crook,11910,A19000103487,29,Male,White,CRUELTY TO NON-LIVESTOCK ANIMALS: FAIL T
190000061653-001,9/26/2019,Melendrez 13301,Melendrez,13301,A19000103488,23,Male,White,
190000061674-001,9/26/2019,Collier # 13291 / 433,Collier,13291,A19000103489,42,Male,White,Public Intoxication - Other Substance
190000061681-001,9/27/2019,J. Wiliams,Williams,,A19000103490,27,Male,White,POSS MARIJ >2OZ<=4OZ
190000061688-001,9/26/2019,Contreras 12772,Contreras,12772,A19000103492,39,Male,White,
190000061688-002,9/26/2019,Putnam 12768,Putnam,12768,A19000103491,34,Male,White,UNL POSS FIREARM BY FELON
190000061693-001,9/27/2019,Tureaud #12967,Tureaud,12967,A19000103493,25,Female,White,Public Intoxication - Alcohol
190000061715-001,9/27/2019,D. Anderson #13226,Anderson,13226,A19000103494,28,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
190000061716-001,9/27/2019,,,,C19001060920,21,Male,White,Minor Consuming Alcohol
190000061806-001,9/27/2019,Beller 11288,Beller,11288,A19000103495,46,Male,White,"Theft Prop >=$750<$2,500"
190000061857-001,9/27/2019,Foster 13361,Foster,13361,A19000103496,40,Female,White,RESIST ARREST SEARCH OR TRANSPORT
190000061980-001,9/28/2019,Bennett 13023,Bennett,13023,A19000103498,22,Male,White,Public Intoxication - Alcohol
190000061993-001,9/28/2019,Tureaud #12967,Tureaud,12967,A19000103500,35,Male,White,AGG ASSAULT W/DEADLY WEAPON
190000061995-001,9/28/2019,Foster 13361,Foster,13361,A19000103499,27,Male,White,POSS CS PG 1 <1G
190000061995-002,9/28/2019,,,,C19001063958,26,Male,White,DOC - Fighting
190000062009-001,9/28/2019,Pierce #12683,Pierce,12683,A19000103501,22,Male,Black,
190000062019-001,9/28/2019,,,,C19001081086,28,Female,White,Assault Physical Contact
190000062023-001,9/28/2019,Melendrez 13301,Melendrez,13301,A19000103502,21,Male,White,DRIVING WHILE INTOXICATED
190000062028-001,9/28/2019,Duckworth 12478,Duckworth,12478,A19000103503,27,Male,Black,UNLAWFUL RESTRAINT
190000062066-001,9/28/2019,,,,C19001088635,19,Male,White,Theft under $100
190000062071-001,9/28/2019,Sembera 11295,Sembera,11295,A19000103504,32,Male,White,UNL CARRYING WEAPON ON ALCOHOL PREMISES
190000062114-001,9/28/2019,,,,C19001078826,30,Female,White,Theft under $100
190000062178-001,9/28/2019,Foster 13361,Foster,13361,A19000103505,23,Male,White,DRIVING WHILE INTOXICATED
190000062204-001,9/29/2019,Collier # 13291 / 433,Collier,13291,A19000103506,30,Male,White,
190000062228-001,9/29/2019,Tureaud #12967,Tureaud,12967,A19000103507,20,Male,White,EVADING ARREST DETENTION
190000062235-001,9/29/2019,A. Greenwood #13408,Greenwood,13408,A19000103508,26,Male,White,DRIVING WHILE INTOXICATED
190000062255-001,9/29/2019,Blackwood #12741,Blackwood,12741,A19000103509,30,Male,Black,DRIVING WHILE INTOXICATED
190000062261-001,9/29/2019,D. Anderson #13226,Anderson,13226,A19000103510,21,Male,White,Public Intoxication - Alcohol
190000062319-001,9/29/2019,Castillo 11293,Castillo,11293,A19000103511,31,Female,Black,THEFT PROP >=$100<$750 ENH IAT
190000062334-001,9/29/2019,Foster 13361,Foster,13361,A19000103512,28,Male,White,Public Intoxication - Alcohol
190000062357-001,9/29/2019,A. Greenwood #13408,Greenwood,13408,A19000103513,36,Female,Black,Theft Prop <$100 W/prev Convic
190000062622-001,10/1/2019,Scott 11908,Scott,11908,C19001083561,22,Male,White,Assault Physical Contact
190000062655-001,10/1/2019,D. Anderson #13226,Anderson,13226,A19000103514,36,Male,White,ASSAULT CAUSES BODILY INJ
190000062659-001,10/1/2019,Dehkordi 13217,Dehkordi,13217,A19000103516,27,Female,White,DRIVING WHILE INTOXICATED BAC >= 0.15
190000062660-001,10/1/2019,Crook 11910,Crook,11910,A19000103515,27,Female,White,Public Intoxication - Alcohol
190000062668-001,10/1/2019,Tennant 13045,Tennant,13045,A19000103517,24,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000062775-001,10/1/2019,Charleswell 11125,Charleswell,11125,A19000103518,62,Male,White,
190000062796-001,10/1/2019,Scott,Scott,,C19001083562,17,Female,White,Theft under $100
190000062862-001,10/1/2019,Contreras 12772,Contreras,12772,A19000103520,35,Male,White,POSS CS PG 2 < 1G
190000062873-001,10/1/2019,D. Anderson #13226,Anderson,13226,A19000103519,28,Male,Black,Public Intoxication - Alcohol
190000062886-001,10/2/2019,Collier # 13291 / 433,Collier,13291,A19000103523,35,Male,White,
190000062890-001,10/2/2019,Tennant 13045,Tennant,13045,A19000103522,32,Male,White,Public Intoxication - Alcohol
190000062891-001,10/2/2019,D. Anderson #13226,Anderson,13226,A19000103521,24,Male,White,BURGLARY OF HABITATION
190000062891-002,10/2/2019,D. Anderson #13226,Anderson,13226,A19000103524,31,Male,Black,BURGLARY OF HABITATION
190000062907-001,10/2/2019,A. Greenwood #13408,Greenwood,13408,A19000103528,26,Male,Black,SEXUAL ASSAULT
190000062966-001,10/2/2019,Mendoza,Mendoza,,A19000103526,59,Male,White,Public Intoxication - Alcohol
190000063024-001,10/2/2019,Wisener 12586,Wisener,12586,A19000103527,39,Male,White,INTERFER W/PUBLIC DUTIES
190000063086-001,10/2/2019,"Greenwood, Amy",Greenwood,,C19001078827,34,Male,White,Open Container
190000063147-001,10/3/2019,Mueller 11926,Mueller,11926,A19000103529,63,Male,White,POSS CS PG 1 <1G
190000063274-001,10/3/2019,Greenwood,Greenwood,,C19001078830,23,Male,Black,Theft under $100
190000063313-001,10/3/2019,Foster 13361,Foster,13361,A19000103530,25,Male,White,Public Intoxication - Alcohol
190000063327-001,10/4/2019,,,,C19001086558,25,Male,Black,Poss of Drug Paraphernalia - General
190000063331-001,10/4/2019,A. Greenwood #13408,Greenwood,13408,A19000103532,36,Female,White,Public Intoxication - Alcohol
190000063337-001,10/4/2019,"Wisener, Andrew",Wisener,,C19001076682,20,Male,White,Poss of Drug Paraphernalia - Pipe
190000063337-002,10/4/2019,Myers,Myers,,C19001057099,19,Male,White,Poss of Drug Paraphernalia - Pipe
190000063352-001,10/4/2019,Foster 13361,Foster,13361,A19000103531,24,Male,White,POSS MARIJ <2OZ
190000063357-001,10/4/2019,"Gonzles, Gavin",Gonzales,,C19001085029,21,Female,White,Criminal Mischief under $100
190000063421-001,10/4/2019,Mendoza,Mendoza,,A19000103534,28,Male,White,UNAUTH USE OF VEHICLE
190000063549-001,10/4/2019,D. Anderson #13226,Anderson,13226,C19000002926,23,Female,White,Theft Prop >=$100<$750
190000063568-001,10/4/2019,J. Williams #13199-472,Williams,13199,A19000103535,41,Male,White,DRIVING WHILE INTOXICATED
190000063593-001,10/4/2019,Putnam 12768,Putnam,12768,A19000103533,47,Female,White,Public Intoxication - Alcohol
190000063609-001,10/5/2019,Williamson,Williamson,,C19001078169,20,Female,White,DOC - Noise Unreasonable
190000063638-001,10/5/2019,Putnam 12768,Putnam,12768,A19000103538,23,Male,White,Public Intoxication - Alcohol
190000063764-001,10/5/2019,Seals,Seals,,C19001066597,25,Male,Black,DOC - Noise Unreasonable
190000063779-001,10/5/2019,SCOTT 11908,Scott,11908,A19000103539,23,Female,White,DRIVING WHILE INTOXICATED
190000063804-001,10/5/2019,D. Anderson #13226,Anderson,13226,A19000103537,25,Female,White,
190000063809-001,10/5/2019,Dehkordi 13217,Dehkordi,13217,A19000103541,33,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000063815-001,10/5/2019,,,,C19001052056,30,Male,White,Assault Physical Contact
190000063819-001,10/5/2019,Seals 12747/480,Seals,12747,A19000103540,60,Female,White,Public Intoxication - Alcohol
190000063822-001,10/6/2019,D. Anderson #13226,Anderson,13226,A19000103536,22,Male,White,Public Intoxication - Alcohol
190000063849-001,10/5/2019,Tennant,Tennant,,C19001050710,19,Male,White,Minor in Possession - Alcohol
190000063864-001,10/6/2019,Contreras 12772,Contreras,12772,A19000103543,21,Male,White,POSS CS PG 1 <1G
190000063885-001,10/6/2019,Tennant 13045,Tennant,13045,A19000103542,44,Male,White,CRIMINAL TRESPASS
190000063903-001,10/6/2019,Marroquin 13093,Marroquin,13093,A19000103545,35,Male,White,
190000063981-001,10/6/2019,J. Williams #13199-472,Williams,13199,A19000103546,59,Female,White,CRIM TRESPASS HABIT/SHLTR/SUPRFUND/INFST
190000063983-001,10/6/2019,Putnam 12768,Putnam,12768,A19000103544,49,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000064006-001,10/6/2019,Segura-Lopez 13362,Segura-Lopez,13362,A19000103547,25,Male,White,Public Intoxication - Alcohol
190000064022-001,10/6/2019,Dehkordi,Dehkordi,,C19001085031,23,Male,White,Poss of Drug Paraphernalia - Container
190000064039-001,10/7/2019,Tennant 13045,Tennant,13045,A19000103548,21,Male,White,POSS CS PG 2 < 1G
190000064231-001,10/7/2019,A. Greenwood #13408,Greenwood,13408,A19000103550,26,Female,Black,
190000064237-001,10/7/2019,Cope/459/12618,Cope,12618,A19000103549,20,Male,Black,Theft Prop >=$100<$750
190000064268-001,10/8/2019,A. Greenwood #13408,Greenwood,13408,A19000103551,30,Male,White,"CRIMINAL MISCHIEF >=$2,500<$30K"
190000064280-001,10/8/2019,Cope/459/12618,Cope,12618,A19000103552,20,Male,White,MAN DEL CS PG 1 >=1G<4G
190000064388-001,10/8/2019,Harris,Harris,,190000002246,39,Male,White,Money Laundering >=$30k<$150k
190000064405-001,10/8/2019,Sembera,Sembera,,C19001057103,61,Female,White,Theft under $100
190000064440-001,10/8/2019,Greenwood,Greenwood,,C19001052061,19,Male,White,Minor in Possession - Alcohol
190000064500-001,12/27/2019,Seals,Seals,,A19000104044,18,Male,White,AGG ROBBERY
190000064754-001,10/10/2019,D. Anderson #13226,Anderson,13226,A19000103554,26,Male,Black,EVADING ARREST DETENTION
190000064762-001,10/10/2019,Melendrez 13301,Melendrez,13301,A19000103553,24,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000064902-001,10/10/2019,Scott 11908,Scott,11908,A19000103555,30,Male,White,
190000064942-001,10/10/2019,Contreas 12772,Contreras,12772,A19000103558,49,Male,White,
190000064979-001,10/10/2019,Tennant,Tennant,,C19001054279,21,Female,White,Minor in Possession - Alcohol
190000064979-002,10/10/2019,Tennant,Tennant,,C19001054280,21,Female,Black,Minor in Possession - Alcohol
190000064979-003,10/10/2019,Crook,Crook,,C19001080865,21,Female,White,Minor in Possession - Alcohol
190000064979-004,10/10/2019,Crook,Crook,,C19001080866,21,Female,Black,Minor in Possession - Alcohol
190000064996-001,10/11/2019,Crook,Crook,,C19001080868,19,Female,White,Minor in Possession - Alcohol
190000064997-001,10/11/2019,Williamson 436/13292,Williamson,13292,A19000103557,20,Male,Black,
190000065041-001,10/11/2019,Crook 11910,Crook,11910,A19000103556,22,Male,White,Public Intoxication - Alcohol
190000065067-001,10/11/2019,Beller 11288,Beller,11288,A19000103559,58,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000065122-001,10/11/2019,Beller 11288,Beller,11288,A19000103560,35,Male,White,FRAUD USE/POSS IDENTIFYING INFO # ITEMS
190000065270-001,10/12/2019,Bennett 13023,Bennett,13023,A19000103571,21,Male,White,Furnishing Alcohol to Minor
190000065270-002,10/12/2019,Bennett 13023,Bennett,13023,A19000103565,20,Male,White,Furnishing Alcohol to Minor
190000065278-001,10/12/2019,Myers 10260,Myers,10260,A19000103570,22,Female,White,RESIST ARREST SEARCH OR TRANSPORT
190000065289-001,10/12/2019,Cope/459/12618,Cope,12618,A19000103569,31,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000065295-001,10/12/2019,Blackwood #12741,Blackwood,12741,A19000103566,33,Male,White,FAIL TO IDENTIFY FUGITIVE INTENT GIVE FA
190000065322-001,10/12/2019,Mueller 11926,Mueller,11926,A19000103572,32,Male,Black,Poss of Drug Paraphernalia - General
190000065329-001,10/12/2019,Beller 11288,Beller,11288,A19000103564,36,Male,White,UNLAWFUL RESTRAINT
190000065336-001,10/12/2019,Duckworth 12478,Duckworth,12478,A19000103568,24,Male,White,Theft Prop >=$100<$750
190000065346-001,10/22/2019,AMES 11931,Ames,11931,00F19409JP12,23,Male,White,BURGLARY OF HABITATION
190000065346-002,10/22/2019,AMES 11931,Ames,11931,00F19408JP12,23,Male,White,BURGLARY OF HABITATION
190000065403-001,10/12/2019,Blackwood #12741,Blackwood,12741,A19000103561,20,Female,White,ENGAGE IN ORGANIZED CRIMINAL ACTIVITY
190000065403-002,10/12/2019,Blackwood #12741,Blackwood,12741,A19000103567,19,Female,White,ENGAGE IN ORGANIZED CRIMINAL ACTIVITY
190000065431-001,10/12/2019,Bennett 13023,Bennett,13023,A19000103563,32,Male,Asian,Public Intoxication - Other Substance
190000065434-001,10/12/2019,Alvarado,Alvarado,,C19001072456,23,Male,White,Poss of Drug Paraphernalia - Container
190000065437-001,10/12/2019,Cope/459/12618,Cope,12618,A19000103562,42,Male,Black,Public Intoxication - Alcohol
190000065484-001,10/13/2019,Gonzales 12911,Gonzales,12911,A19000103575,21,Male,White,Harassment
190000065495-001,10/13/2019,Pierce #12683,Pierce,12683,A19000103573,26,Male,White,DRIVING WHILE INTOXICATED
190000065640-001,10/13/2019,Royal-12585,Royal,12585,A19000103574,18,Female,White,POSS CS PG 4 <28G
190000065730-001,10/14/2019,Marroquin 13093,Marroquin,13093,A19000103577,19,Male,White,POSS MARIJ <2OZ
190000065786-001,10/14/2019,Mendoza,Mendoza,,C19001060326,34,Male,White,Assault - Family Violence
190000065843-001,10/14/2019,Contreras 12772,Contreras,12772,A19000103576,28,Male,White,POSS CS PG 1 >=1G<4G
190000065891-001,10/15/2019,Dehkordi 13217,Dehkordi,13217,C19000003026,22,Female,White,POSS MARIJ <2OZ
190000066008-001,10/15/2019,Allen,Allen,,C19001084074,29,Female,White,Theft under $100
190000066040-001,10/15/2019,Foster 13361,Foster,13361,A19000103580,24,Male,White,
190000066135-001,10/16/2019,Melendrez 13301,Melendrez,13301,A19000103582,34,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
190000066139-001,10/16/2019,Crook 11910,Crook,11910,A19000103583,20,Male,Black,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
